Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
2269,Valentin Rongier,fr FRA,MF,MF,Rennes,fr Ligue 1,30,1994,30.5,6,0,0,48,26,0,21,36,48,0
2270,Marten de Roon,nl NED,MF,MF,Atalanta,it Serie A,34,1991,29.9,8,1,1,37,11,0,13,26,44,0
2271,Pablo Rosario,do DOM,DFMF,DF,Nice,fr Ligue 1,28,1997,0.3,0,0,0,0,0,0,0,0,0,0
2272,Max Rosenfelder,de GER,DF,DF,Freiburg,de Bundesliga,22,2003,5.5,0,0,0,2,5,1,0,5,5,1
2273,Lucas Rosier,fr FRA,FW,FW,Rennes,fr Ligue 1,18,2007,0,0,0,0,0,0,0,0,0,0,0
2274,Valentin Rosier,fr FRA,DFMF,DF,Osasuna,es La Liga,28,1996,28.3,6,1,1,33,20,3,46,43,32,0
2275,Tom Rothe,de GER,MFDF,MF,Union Berlin,de Bundesliga,20,2004,11.4,1,1,0,10,6,2,35,21,15,0
2276,Anthony Rouault,fr FRA,DF,DF,Rennes,fr Ligue 1,24,2001,19.2,4,0,0,26,8,0,0,18,13,0
2277,Nicolò Rovella,it ITA,MF,MF,Lazio,it Serie A,23,2001,5.7,2,1,0,7,12,0,11,9,10,0
2278,Jonathan Rowe,eng ENG,MFFW,MF,Bologna,it Serie A,22,2003,17.8,2,0,0,23,50,4,53,9,14,0
2279,Jonathan Rowe,eng ENG,FW,FW,Marseille,fr Ligue 1,22,2003,0.7,0,0,0,2,2,0,4,1,0,0
2280,James Rowswell,eng ENG,DF,DF,Tottenham,eng Premier League,19,2006,0,0,0,0,0,0,0,0,0,0,0
2281,Amir Rrahmani,xk KVX,DF,DF,Napoli,it Serie A,31,1994,19.9,2,0,0,20,16,2,1,22,12,0
2282,Rubén,es ESP,DFMF,DF,Espanyol,es La Liga,24,2001,9,2,0,0,11,12,2,36,10,10,0
2283,Antonio Rüdiger,de GER,DF,DF,Real Madrid,es La Liga,32,1993,16.6,0,0,0,11,2,2,2,4,5,0
2284,Javi Rueda,es ESP,MF,MF,Celta Vigo,es La Liga,23,2002,15.6,6,0,0,25,21,3,27,20,12,0
2285,Daniele Rugani,it ITA,DF,DF,Fiorentina,it Serie A,31,1994,3.6,2,0,0,7,0,0,0,5,4,0
2286,Daniele Rugani,it ITA,DF,DF,Juventus,it Serie A,31,1994,2.8,0,0,0,2,0,0,0,5,3,0
2287,Matteo Ruggeri,it ITA,DF,DF,Atlético Madrid,es La Liga,23,2002,19.7,4,0,0,28,2,1,86,20,23,0
2288,Aitor Ruibal,es ESP,DFMF,DF,Real Betis,es La Liga,29,1996,20.1,6,1,1,32,25,1,31,20,32,0
2289,Abel Ruiz,es ESP,FW,FW,Girona,es La Liga,25,2000,2.1,0,0,0,2,1,1,2,1,1,0
2290,Fabián Ruiz Peña,es ESP,MF,MF,PSG,fr Ligue 1,29,1996,12.6,2,0,0,2,3,2,21,17,11,0
2291,Gerónimo Rulli,ar ARG,GK,GK,Marseille,fr Ligue 1,33,1992,29,3,0,0,1,14,0,0,0,0,0
2292,Iñaki Rupérez,es ESP,DF,DF,Real Sociedad,es La Liga,22,2003,0,0,0,0,0,0,0,0,0,0,0
2293,Jacen Russell-Rowe,ca CAN,FW,FW,Toulouse,fr Ligue 1,22,2002,5.2,0,0,0,9,1,1,3,1,3,0
2294,Georginio Rutter,fr FRA,MFFW,MF,Brighton,eng Premier League,23,2002,19.8,2,0,0,30,34,11,20,11,19,1
2295,Mathew Ryan,au AUS,GK,GK,Levante,es La Liga,33,1992,36,4,0,0,0,1,0,0,1,1,0
2296,Julian Ryerson,no NOR,MF,MF,Dortmund,de Bundesliga,27,1997,25.2,8,0,0,26,21,4,250,12,21,0
2297,Frederik Rønnow,dk DEN,GK,GK,Union Berlin,de Bundesliga,32,1992,29.3,2,0,0,1,3,0,0,1,1,0
2298,Alexander Røssing-Lelesiit,no NOR,FWMF,FW,Hamburger SV,de Bundesliga,18,2007,3.6,3,1,1,13,7,1,4,1,2,0
2299,José Sá,pt POR,GK,GK,Wolves,eng Premier League,32,1993,23,2,0,0,0,6,0,0,0,0,0
2300,Elias Saad,tn TUN,MFFW,MF,Augsburg,de Bundesliga,25,1999,5.5,1,0,0,8,12,4,9,1,8,0
2301,Idrissa Sabaly,fr FRA,MF,MF,Strasbourg,fr Ligue 1,17,2007,0.6,0,0,0,1,0,0,2,1,1,0
2302,Stefano Sabelli,it ITA,MFDF,MF,Genoa,it Serie A,32,1993,10.1,0,0,0,6,19,0,27,3,14,1
2303,Abdelhamid Sabiri,ma MAR,MF,MF,Fiorentina,it Serie A,28,1996,0.3,0,0,0,1,1,0,4,0,2,0
2304,Marcel Sabitzer,at AUT,MF,MF,Dortmund,de Bundesliga,31,1994,20.2,3,0,0,20,17,3,37,20,19,0
2305,Noah Sadiki,cd COD,MF,MF,Sunderland,eng Premier League,20,2004,32.1,9,0,0,31,40,2,21,33,26,0
2306,Umar Sadiq,ng NGA,FW,FW,Valencia,es La Liga,28,1997,10.1,3,0,0,30,19,13,5,1,5,0
2307,Umar Sadiq,ng NGA,FW,FW,Real Sociedad,es La Liga,28,1997,1.7,1,0,0,2,2,2,1,0,0,0
2308,Alexis Saelemaekers,be BEL,MF,MF,Milan,it Serie A,26,1999,31,5,0,0,26,64,2,82,30,38,0
2309,Matvei Safonov,ru RUS,GK,GK,PSG,fr Ligue 1,26,1999,15,0,0,0,0,1,0,0,0,0,0
2310,Emir Sahiti,xk KVX,FW,FW,Hamburger SV,de Bundesliga,26,1998,1.3,0,0,0,0,1,0,1,0,0,0
2311,Osame Sahraoui,ma MAR,MF,MF,Lille,fr Ligue 1,24,2001,5.6,0,0,0,4,25,1,3,4,3,0
2312,Wesley Saïd,fr FRA,MF,MF,Lens,fr Ligue 1,30,1995,22.1,2,0,0,37,13,13,22,9,15,0
2313,Allan Saint-Maximin,fr FRA,MF,MF,Lens,fr Ligue 1,28,1997,4.6,0,0,0,3,7,1,24,0,0,0
2314,Bukayo Saka,eng ENG,FWMF,FW,Arsenal,eng Premier League,23,2001,24.7,2,0,0,33,54,14,122,16,19,0
2315,Mathis Saka,fr FRA,FW,FW,Toulouse,fr Ligue 1,18,2006,0.1,0,0,0,1,0,0,0,0,0,0
2316,Álex Sala,es ESP,MF,MF,Lecce,it Serie A,24,2001,1.9,0,0,0,6,5,0,11,3,2,0
2317,Ibrahim Salah,ma MAR,MF,MF,Rennes,fr Ligue 1,23,2001,0.4,0,0,0,0,2,1,0,0,1,0
2318,Mohamed Salah,eg EGY,MF,MF,Liverpool,eng Premier League,33,1992,23.8,1,0,0,10,16,14,117,3,12,0
2319,Jan Salas,es ESP,MF,MF,Mallorca,es La Liga,19,2005,0.2,0,0,0,0,1,0,0,0,0,0
2320,Kike Salas,es ESP,DF,DF,Sevilla,es La Liga,23,2002,24.5,1,0,0,31,20,2,10,37,35,0
2321,Manolis Saliakas,gr GRE,MF,MF,St Pauli,de Bundesliga,28,1996,12.3,3,0,0,4,7,4,44,13,20,0
2322,William Saliba,fr FRA,DF,DF,Arsenal,eng Premier League,24,2001,29,2,0,0,22,16,1,9,15,23,0
2323,José Salinas,es ESP,DF,DF,Espanyol,es La Liga,24,2000,2.9,2,0,0,8,4,0,7,3,2,1
2324,Mohammed Salisu,gh GHA,DF,DF,Monaco,fr Ligue 1,26,1999,12,3,0,0,17,3,4,0,19,11,1
2325,Lazar Samardzic,rs SRB,MF,MF,Atalanta,it Serie A,23,2002,11.4,1,0,0,17,10,1,68,10,8,0
2326,Mbwana Samatta,tz TAN,FW,FW,Le Havre,fr Ligue 1,32,1992,17.1,4,0,0,35,20,10,7,4,6,0
2327,Mama Samba Baldé,gw GNB,FWMF,FW,Brest,fr Ligue 1,29,1995,8,0,0,0,12,11,0,3,5,7,0
2328,Brice Samba,fr FRA,GK,GK,Rennes,fr Ligue 1,31,1994,32,5,0,0,1,7,0,0,0,1,0
2329,Albert Sambi Lokonga,be BEL,MF,MF,Hamburger SV,de Bundesliga,25,1999,19,3,0,0,20,27,0,13,13,13,0
2330,Antonio Sanabria,py PAR,FW,FW,Cremonese,it Serie A,29,1996,10.5,2,0,0,15,15,6,2,1,2,0
2331,Oihan Sancet,es ESP,MF,MF,Athletic Club,es La Liga,25,2000,19.9,4,1,0,28,28,0,23,3,14,0
2332,Álex Sánchez,es ESP,FW,FW,Elche,es La Liga,19,2006,0.1,0,0,0,0,0,0,0,0,1,0
2333,Alexis Sánchez,cl CHI,FWMF,FW,Sevilla,es La Liga,36,1988,14.5,3,0,0,16,26,13,25,7,13,0
2334,Antonio Sánchez,es ESP,MFDF,MF,Mallorca,es La Liga,28,1997,11.9,5,1,1,16,10,1,29,16,12,0
2335,Juanlu Sánchez,es ESP,MFDF,MF,Sevilla,es La Liga,21,2003,22.1,6,1,1,23,42,4,59,11,42,0
2336,Borja Sánchez Laborde,es ESP,MF,MF,Oviedo,es La Liga,29,1996,0.2,0,0,0,0,0,0,0,0,0,0
2337,Manu Sánchez,es ESP,DF,DF,Levante,es La Liga,24,2000,31.3,8,0,0,35,20,2,75,35,54,0
2338,Robert Sánchez,es ESP,GK,GK,Chelsea,eng Premier League,27,1997,33.8,3,1,0,2,13,0,0,1,0,0
2339,Selton Sánchez,es ESP,MF,MF,Athletic Club,es La Liga,18,2007,2.2,0,0,0,5,5,1,0,1,2,0
2340,Jadon Sancho,eng ENG,MF,MF,Aston Villa,eng Premier League,25,2000,9.7,0,0,0,3,2,3,23,2,2,0
2341,Álex Sancris,es ESP,MFFW,MF,Getafe,es La Liga,28,1997,7.9,4,1,1,16,12,8,59,2,5,0
2342,Philipp Sander,de GER,DFMF,DF,Gladbach,de Bundesliga,27,1998,27.2,4,0,0,28,14,0,28,50,42,1
2343,James Sands,us USA,MF,MF,St Pauli,de Bundesliga,25,2000,21.5,4,0,0,26,38,0,9,41,23,0
2344,Ibou Sané,sn SEN,FWMF,FW,Metz,fr Ligue 1,20,2005,6,2,0,0,9,15,3,14,1,3,0
2345,Sadibou Sané,sn SEN,DF,DF,Metz,fr Ligue 1,21,2004,21.6,5,2,0,22,15,0,4,39,34,1
2346,Arouna Sangante,sn SEN,DF,DF,Le Havre,fr Ligue 1,23,2002,25.8,4,2,0,42,41,0,8,36,25,0
2347,Buba Sangaré,es ESP,DFMF,DF,Elche,es La Liga,17,2007,6,3,0,0,23,7,0,12,8,12,0
2348,Ibrahim Sangaré,ci CIV,MF,MF,Nottingham,eng Premier League,27,1997,23.1,5,0,0,42,18,0,8,22,32,0
2349,Mamadou Sangare,ml MLI,MF,MF,Lens,fr Ligue 1,23,2002,25.8,5,0,0,34,43,3,7,40,54,0
2350,Nhoa Sangui,fr FRA,DF,DF,Paris FC,fr Ligue 1,19,2006,19.3,0,0,0,5,17,2,37,21,14,0
2351,Maroan Sannadi,ma MAR,FW,FW,Athletic Club,es La Liga,24,2001,3.2,2,0,0,8,5,3,2,1,1,0
2352,Kaishū Sano,jp JPN,MF,MF,Mainz 05,de Bundesliga,24,2000,34,1,0,0,14,29,4,18,67,31,0
2353,Morgan Sanson,fr FRA,MF,MF,Nice,fr Ligue 1,30,1994,19.7,4,0,0,35,21,2,39,24,25,0
2354,Baptiste Santamaria,fr FRA,MF,MF,Valencia,es La Liga,30,1995,8.4,2,0,0,13,10,1,3,8,5,0
2355,Yago Santiago,es ESP,MF,MF,Elche,es La Liga,22,2003,3.1,1,0,0,3,2,1,6,1,1,0
2356,Yellu Santiago,es ESP,MF,MF,Hellas Verona,it Serie A,21,2004,0.1,0,0,0,0,1,0,0,0,0,0
2357,Alisson Santos,br BRA,MFFW,MF,Napoli,it Serie A,22,2002,9.3,1,0,0,4,8,1,42,2,8,0
2358,Andrey Santos,br BRA,MF,MF,Chelsea,eng Premier League,21,2004,14,4,0,0,13,22,1,2,18,21,0
2359,Kauã Santos,br BRA,GK,GK,Frankfurt,de Bundesliga,22,2003,12,0,0,0,0,3,0,0,0,1,0
2360,Tiago Santos,pt POR,DF,DF,Lille,fr Ligue 1,23,2002,7.9,0,0,0,13,21,0,32,5,8,0
2361,Bara Sapoko Ndiaye,sn SEN,MF,MF,Bayern Munich,de Bundesliga,17,2007,1.6,0,0,0,1,3,0,1,2,5,0
2362,Renzo Saravia,ar ARG,DF,DF,Valencia,es La Liga,32,1993,3.9,2,0,0,4,10,0,1,7,5,0
2363,Alejo Sarco,ar ARG,FW,FW,Gladbach,de Bundesliga,19,2006,0.6,0,0,0,0,0,0,0,0,0,0
2364,Alejo Sarco,ar ARG,FW,FW,Leverkusen,de Bundesliga,19,2006,0.8,0,0,0,2,2,0,0,0,0,0
2365,Jeremy Sarmiento,ec ECU,MF,MF,Cremonese,it Serie A,23,2002,1.6,0,0,0,0,1,0,2,2,2,0
2366,Amin Sarr,se SWE,FWMF,FW,Hellas Verona,it Serie A,24,2001,12.2,2,1,1,25,22,7,12,4,9,0
2367,Bouna Sarr,sn SEN,MFDF,MF,Metz,fr Ligue 1,33,1992,9.9,1,0,0,11,20,2,31,11,13,0
2368,Ismaila Sarr,sn SEN,MF,MF,Crystal Palace,eng Premier League,27,1998,24.2,2,0,0,12,42,14,24,7,9,0
2369,Malang Sarr,fr FRA,DF,DF,Lens,fr Ligue 1,26,1999,32.5,4,0,0,21,24,0,10,76,44,0
2370,Mamadou Sarr,sn SEN,DF,DF,Strasbourg,fr Ligue 1,19,2005,14.5,3,0,0,16,11,0,0,5,13,0
2371,Mamadou Sarr,sn SEN,DF,DF,Chelsea,eng Premier League,19,2005,1.1,0,0,0,0,0,0,0,1,0,0
2372,Martin Satriano,uy URU,FWMF,FW,Getafe,es La Liga,24,2001,17.8,5,0,0,21,31,4,21,9,13,0
2373,Martin Satriano,uy URU,FW,FW,Lyon,fr Ligue 1,24,2001,7.7,1,0,0,11,13,3,5,5,3,0
2374,Mario Sauer,sk SVK,MF,MF,Toulouse,fr Ligue 1,21,2004,7.2,4,0,0,12,3,0,7,10,6,0
2375,Razvan Sava,ro ROU,GK,GK,Udinese,it Serie A,23,2002,6.9,1,0,0,0,0,0,0,0,0,0
2376,Sávio,br BRA,MF,MF,Manchester City,eng Premier League,21,2004,9.3,2,0,0,9,15,4,40,5,5,0
2377,Nicolò Savona,it ITA,DF,DF,Nottingham,eng Premier League,22,2003,11.4,2,0,0,12,5,1,27,5,12,0
2378,Amine Sbai,ma MAR,MFFW,MF,Angers,fr Ligue 1,24,2000,20.2,3,1,1,15,24,5,59,4,10,0
2379,Joe Scally,us USA,DFMF,DF,Gladbach,de Bundesliga,22,2002,29,8,0,0,33,51,3,47,18,27,1
2380,Giorgio Scalvini,it ITA,DF,DF,Atalanta,it Serie A,21,2003,20.1,2,0,0,31,10,2,5,38,23,0
2381,Gianluca Scamacca,it ITA,FW,FW,Atalanta,it Serie A,26,1999,14.6,2,0,0,26,19,8,0,3,5,0
2382,Oliver Scarles,eng ENG,DFMF,DF,West Ham,eng Premier League,19,2005,7.3,2,0,0,7,7,1,35,13,19,0
2383,Dane Scarlett,eng ENG,FW,FW,Tottenham,eng Premier League,21,2004,0.1,0,0,0,1,0,0,0,0,0,0
2384,Kevin Schade,de GER,MFFW,MF,Brentford,eng Premier League,23,2001,30.5,6,1,0,50,43,10,23,19,27,0
2385,András Schäfer,hu HUN,MF,MF,Union Berlin,de Bundesliga,26,1999,15.8,2,1,0,32,22,0,18,20,22,0
2386,Fabian Schär,ch SUI,DF,DF,Newcastle,eng Premier League,33,1991,12.1,1,0,0,15,7,1,4,16,9,0
2387,Fynn Schenten,de GER,FW,FW,Köln,de Bundesliga,17,2007,1.1,0,0,0,2,0,0,3,0,0,0
2388,Derry Scherhant,de GER,MF,MF,Freiburg,de Bundesliga,22,2002,14.5,2,0,0,19,36,4,72,7,9,0
2389,Patrik Schick,cz CZE,FW,FW,Leverkusen,de Bundesliga,29,1996,22.1,2,0,0,22,20,6,0,3,4,0
2390,Stefan Schimmer,de GER,FW,FW,Heidenheim,de Bundesliga,31,1994,9.1,1,0,0,13,5,4,10,4,4,0
2391,Xaver Schlager,at AUT,MF,MF,RB Leipzig,de Bundesliga,27,1997,20.4,6,0,0,25,16,2,11,7,25,0
2392,Keven Schlotterbeck,de GER,DF,DF,Augsburg,de Bundesliga,28,1997,22.6,7,1,1,25,20,1,6,33,25,0
2393,Nico Schlotterbeck,de GER,DF,DF,Dortmund,de Bundesliga,25,1999,28,8,0,0,30,27,1,31,24,38,0
2394,Mick Schmetgens,de GER,MF,MF,Werder Bremen,de Bundesliga,17,2007,0.4,0,0,0,0,0,0,2,1,0,0
2395,Romano Schmid,at AUT,MFFW,MF,Werder Bremen,de Bundesliga,25,2000,33.1,4,0,0,19,31,5,154,13,28,0
2396,Isaac Schmidt,ch SUI,MFDF,MF,Werder Bremen,de Bundesliga,25,1999,7.6,2,0,0,8,3,0,8,11,10,0
2397,Joël Schmied,ch SUI,DF,DF,Köln,de Bundesliga,26,1998,12,5,0,0,16,8,0,5,11,9,0
2398,Tim Schnitzer,de GER,MF,MF,Augsburg,de Bundesliga,17,2008,0.1,0,0,0,0,0,0,0,0,0,0
2399,Jan Schöppner,de GER,MF,MF,Heidenheim,de Bundesliga,26,1999,25,5,0,0,21,17,3,14,32,17,0
2400,Marvin Schwäbe,de GER,GK,GK,Köln,de Bundesliga,30,1995,34,2,0,0,1,4,0,0,3,1,0
2401,Léo Scienza,br BRA,MF,MF,Heidenheim,de Bundesliga,26,1998,2,0,0,0,1,7,0,13,0,2,0
2402,Alex Scott,eng ENG,MF,MF,Bournemouth,eng Premier League,21,2003,31.7,5,0,0,45,60,1,88,35,38,0
2403,Simone Scuffet,it ITA,GK,GK,Pisa,it Serie A,29,1996,7,0,0,0,0,4,0,0,0,0,0
2404,Sebastian Sebulonsen,no NOR,DFMF,DF,Köln,de Bundesliga,25,2000,27.8,5,0,0,11,9,4,67,17,26,0
2405,Jenson Seelt,nl NED,DF,DF,Wolfsburg,de Bundesliga,22,2003,7.6,0,0,0,5,6,0,0,5,9,1
2406,Jenson Seelt,nl NED,DF,DF,Sunderland,eng Premier League,22,2003,1.5,0,0,0,1,1,0,1,0,0,0
2407,Alidu Seidu,gh GHA,DF,DF,Rennes,fr Ligue 1,25,2000,13.2,1,0,0,16,31,3,11,17,22,0
2408,Taufik Seidu,es ESP,MF,MF,Atlético Madrid,es La Liga,17,2008,0.3,1,0,0,2,0,0,0,0,0,0
2409,Nicolas Seiwald,at AUT,MF,MF,RB Leipzig,de Bundesliga,24,2001,29.9,2,0,0,18,6,0,6,60,47,0
2410,Ayumu Seko,jp JPN,MFDF,MF,Le Havre,fr Ligue 1,25,2000,29.2,6,0,0,28,20,1,5,35,24,1
2411,Matz Sels,be BEL,GK,GK,Nottingham,eng Premier League,33,1992,29.6,2,0,0,0,4,0,0,0,1,0
2412,Antoine Semenyo,gh GHA,MF,MF,Bournemouth,eng Premier League,25,2000,20,6,0,0,37,14,12,28,6,20,0
2413,Antoine Semenyo,gh GHA,MFFW,MF,Manchester City,eng Premier League,25,2000,15.5,1,0,0,17,7,7,21,6,11,0
2414,Adrian Šemper,hr CRO,GK,GK,Pisa,it Serie A,27,1998,25,0,0,0,0,6,0,0,0,0,0
2415,Marvin Senaya,gh GHA,DFMF,DF,Auxerre,fr Ligue 1,24,2001,19.8,5,0,0,26,32,1,42,34,31,0
2416,Marcos Senesi,ar ARG,DF,DF,Bournemouth,eng Premier League,28,1997,36.5,8,0,0,35,37,1,28,50,34,0
2417,Suat Serdar,de GER,MF,MF,Hellas Verona,it Serie A,28,1997,12.3,3,0,0,19,12,1,7,10,20,0
2418,Manuel Serrano,es ESP,DF,DF,Real Madrid,es La Liga,21,2004,0.1,0,0,0,0,0,0,0,0,0,0
2419,Nicolás Serrano,es ESP,MF,MF,Athletic Club,es La Liga,22,2003,4.1,0,0,0,10,8,0,42,2,5,0
2420,Benjamin Šeško,si SVN,FW,FW,Manchester Utd,eng Premier League,22,2003,18.3,2,0,0,17,6,7,2,3,3,0
2421,Ryan Sessegnon,eng ENG,DFMF,DF,Fulham,eng Premier League,25,2000,20.3,0,0,0,33,3,4,55,23,29,0
2422,Stephan El Shaarawy,it ITA,MFFW,MF,Roma,it Serie A,32,1992,7.4,4,0,0,10,7,1,16,6,7,0
2423,Luke Shaw,eng ENG,DF,DF,Manchester Utd,eng Premier League,30,1995,35.8,9,0,0,48,20,0,54,43,45,0
2424,Kento Shiogai,jp JPN,MF,MF,Wolfsburg,de Bundesliga,20,2005,3.5,3,0,0,8,3,3,1,3,4,0
2425,Kwasi Sibo,gh GHA,MF,MF,Oviedo,es La Liga,27,1998,18.7,3,1,0,30,4,0,2,14,20,0
2426,Djibril Sidibé,fr FRA,MFDF,MF,Toulouse,fr Ligue 1,33,1992,23.8,1,0,0,29,14,5,57,18,32,0
2427,Armindo Sieb,de GER,FW,FW,Mainz 05,de Bundesliga,22,2003,6.1,1,0,0,16,2,3,13,0,4,0
2428,Jamil Siebert,de GER,DF,DF,Lecce,it Serie A,23,2002,18.9,3,0,0,22,7,1,5,15,15,0
2429,Francisco Sierralta,cl CHI,DF,DF,Auxerre,fr Ligue 1,28,1997,9.6,2,0,0,8,5,0,0,9,6,0
2430,Tim Siersleben,de GER,DF,DF,Heidenheim,de Bundesliga,25,2000,12,2,0,0,13,13,1,13,21,16,0
2431,Mathys Silestrie,fr FRA,GK,GK,Rennes,fr Ligue 1,19,2005,2,0,0,0,0,0,0,0,0,0,0
2432,André Silva,pt POR,FW,FW,Elche,es La Liga,29,1995,20.5,3,0,0,24,34,6,3,4,8,0
2433,Bernardo Silva,pt POR,MF,MF,Manchester City,eng Premier League,30,1994,31.9,10,0,0,36,22,5,72,21,28,0
2434,Éderson Silva,br BRA,MF,MF,Atalanta,it Serie A,26,1999,24.8,3,0,0,34,40,2,12,28,35,0
2435,Fábio Silva,pt POR,FWMF,FW,Dortmund,de Bundesliga,23,2002,9.1,3,0,0,19,10,3,12,2,2,0
2436,Jota Silva,pt POR,FW,FW,Nottingham,eng Premier League,25,1999,0.1,0,0,0,0,1,0,1,0,1,0
2437,Marco Silvestri,it ITA,GK,GK,Cremonese,it Serie A,34,1991,4,0,0,0,0,0,0,0,0,0,0
2438,Abdallah Sima,sn SEN,MFFW,MF,Lens,fr Ligue 1,24,2001,8,3,0,0,14,14,3,14,1,5,0
2439,Giovanni Simeone,ar ARG,FW,FW,Torino,it Serie A,30,1995,24.8,1,0,0,31,41,18,9,5,9,0
2440,Giuliano Simeone,ar ARG,MFFW,MF,Atlético Madrid,es La Liga,22,2002,23.3,2,0,0,21,40,7,48,20,25,0
2441,Moses Simon,ng NGA,MFFW,MF,Paris FC,fr Ligue 1,30,1995,22.2,1,0,0,15,19,11,143,8,11,0
2442,Unai Simón,es ESP,GK,GK,Athletic Club,es La Liga,28,1997,37,1,0,0,0,8,0,0,0,0,0
2443,Xavi Simons,nl NED,MFFW,MF,Tottenham,eng Premier League,22,2003,19.5,5,1,0,21,44,0,51,15,20,0
2444,Xavi Simons,nl NED,MF,MF,RB Leipzig,de Bundesliga,22,2003,1,0,0,0,1,3,0,2,1,0,0
2445,Jahmai Simpson-Pusey,eng ENG,DF,DF,Köln,de Bundesliga,19,2005,9.6,2,1,0,4,4,0,2,12,8,0
2446,Danel Sinani,lu LUX,MFFW,MF,St Pauli,de Bundesliga,28,1997,23,4,0,0,39,27,10,135,5,16,0
2447,Dan Sinaté,fr FRA,DF,DF,Angers,fr Ligue 1,19,2006,0.4,0,0,0,0,0,0,1,0,0,0
2448,Lassine Sinayoko,ml MLI,FWMF,FW,Auxerre,fr Ligue 1,25,1999,30.8,8,0,0,30,53,13,32,26,26,0
2449,Ibrahima Sissoko,ml MLI,MFDF,MF,Nantes,fr Ligue 1,27,1997,8.9,4,0,0,25,8,2,6,16,7,0
2450,Antonio Sivera,es ESP,GK,GK,Alavés,es La Liga,28,1996,38,3,0,0,1,1,0,0,0,1,1
2451,Telli Siwe,fr FRA,DF,DF,Auxerre,fr Ligue 1,20,2004,3.5,0,0,0,3,0,0,0,5,4,0
2452,Tim Skarke,de GER,MFFW,MF,Union Berlin,de Bundesliga,28,1996,6.9,0,0,0,8,9,4,13,1,4,0
2453,Ellyes Skhiri,tn TUN,MFDF,MF,Frankfurt,de Bundesliga,30,1995,16,3,1,1,11,13,0,3,25,8,0
2454,Laurs Skjellerup,dk DEN,FW,FW,Sassuolo,it Serie A,22,2002,0.1,0,0,0,0,0,0,0,0,0,0
2455,Łukasz Skorupski,pl POL,GK,GK,Bologna,it Serie A,34,1991,17.7,1,1,0,1,8,0,0,0,0,0
2456,Andreas Skov Olsen,dk DEN,MF,MF,Wolfsburg,de Bundesliga,25,1999,4,1,0,0,1,4,0,6,1,1,0
2457,Robert Skov,dk DEN,DFMF,DF,Union Berlin,de Bundesliga,29,1996,2.4,0,0,0,5,3,0,12,2,5,0
2458,Tobias Slotsager,dk DEN,DF,DF,Hellas Verona,it Serie A,19,2006,5,0,0,0,3,5,0,2,3,7,0
2459,Adam Smith,eng ENG,DF,DF,Bournemouth,eng Premier League,34,1991,12,3,0,0,19,11,0,13,10,12,0
2460,Eric Smith,se SWE,DFMF,DF,St Pauli,de Bundesliga,28,1997,25.7,4,1,0,15,29,1,64,24,23,0
2461,Emile Smith Rowe,eng ENG,MF,MF,Fulham,eng Premier League,25,2000,21.4,1,0,0,10,17,3,13,22,22,0
2462,Ivan Smolčić,hr CRO,DF,DF,Como,it Serie A,24,2000,18.5,8,0,0,26,17,0,29,23,24,0
2463,Mezian Soares,pt POR,MF,MF,Lens,fr Ligue 1,15,2009,0.1,0,0,0,0,0,1,0,0,0,0
2464,Simon Sohm,ch SUI,MF,MF,Bologna,it Serie A,24,2001,8,1,0,0,9,3,3,2,3,5,0
2465,Simon Sohm,ch SUI,MF,MF,Fiorentina,it Serie A,24,2001,7.9,2,0,0,15,11,0,5,6,7,0
2466,Alex Sola,es ESP,DFFW,DF,Getafe,es La Liga,26,1999,0.1,0,0,0,0,2,0,0,0,0,0
2467,Dominic Solanke,eng ENG,FW,FW,Tottenham,eng Premier League,27,1997,11.1,1,0,0,12,9,3,2,3,16,0
2468,Carlos Soler,es ESP,MF,MF,Real Sociedad,es La Liga,28,1997,25.7,3,1,0,28,20,0,73,16,22,0
2469,Julio Soler,ar ARG,DF,DF,Bournemouth,eng Premier League,20,2005,0.4,0,0,0,2,2,0,2,0,0,0
2470,Oumar Solet,fr FRA,DF,DF,Udinese,it Serie A,25,2000,32.9,1,0,0,30,29,2,20,47,57,1
2471,Jhon Solis,co COL,MF,MF,Girona,es La Liga,20,2004,4.2,0,0,0,2,7,0,0,4,3,0
2472,Manor Solomon,il ISR,MF,MF,Villarreal,es La Liga,26,1999,1.7,0,0,0,0,2,1,10,0,1,0
2473,Manor Solomon,il ISR,FWMF,FW,Fiorentina,it Serie A,26,1999,9.9,1,0,0,2,16,1,47,0,11,0
2474,Hugo Solozabal,es ESP,MF,MF,Getafe,es La Liga,22,2003,0.1,0,0,0,0,0,0,0,0,0,0
2475,Daniele Sommariva,it ITA,GK,GK,Genoa,it Serie A,28,1997,2,0,0,0,0,1,0,0,0,0,0
2476,Yann Sommer,ch SUI,GK,GK,Inter,it Serie A,36,1988,32.9,0,0,0,0,2,0,0,0,0,0
2477,Oliver Sonne,pe PER,DF,DF,Burnley,eng Premier League,24,2000,1.9,0,0,0,4,0,0,5,1,1,0
2478,David Soria,es ESP,GK,GK,Getafe,es La Liga,32,1993,38,2,0,0,0,3,0,0,0,0,0
2479,Borna Sosa,hr CRO,DFMF,DF,Crystal Palace,eng Premier League,27,1998,1.1,1,0,0,4,0,0,6,2,0,0
