Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
739,Berat Djimsiti,al ALB,DF,DF,Atalanta,it Serie A,32,1993,28.1,4,0,0,17,8,0,2,42,30,0
740,Marko Dmitrović,rs SRB,GK,GK,Espanyol,es La Liga,33,1992,37,0,0,0,0,5,0,0,0,2,0
741,Henrick Do Marcolino,fr FRA,FW,FW,Rennes,fr Ligue 1,19,2006,0,0,0,0,0,0,0,0,2,1,0
742,Ritsu Doan,jp JPN,MF,MF,Frankfurt,de Bundesliga,27,1998,26.3,5,0,0,26,35,3,111,17,23,0
743,Dodô,br BRA,DFMF,DF,Fiorentina,it Serie A,26,1998,34.8,7,0,0,22,53,2,153,31,18,0
744,Danilho Doekhi,nl NED,DF,DF,Union Berlin,de Bundesliga,27,1998,34,4,0,0,28,15,1,6,42,31,0
745,Matt Doherty,ie IRL,DFMF,DF,Wolves,eng Premier League,33,1992,8.7,4,0,0,16,6,0,8,7,8,0
746,Josh Doig,sct SCO,DF,DF,Sassuolo,it Serie A,23,2002,21.3,5,0,0,16,19,0,39,22,20,0
747,Jeremy Doku,be BEL,MFFW,MF,Manchester City,eng Premier League,23,2002,19.8,0,0,0,23,61,3,62,12,16,0
748,Tyrhys Dolan,eng ENG,MF,MF,Espanyol,es La Liga,23,2001,26.8,7,1,1,37,46,5,105,15,35,0
749,Marc Domenech,es ESP,MF,MF,Mallorca,es La Liga,19,2006,2.4,0,0,0,3,3,0,7,0,2,0
750,Benjamín Domínguez,ar ARG,MF,MF,Bologna,it Serie A,21,2003,6.1,1,0,0,6,18,3,7,2,2,0
751,Carlos Dominguez,es ESP,DF,DF,Celta Vigo,es La Liga,24,2001,6.8,1,0,0,6,1,0,1,5,8,0
752,Nicolás Domínguez,ar ARG,MF,MF,Nottingham,eng Premier League,27,1998,13.1,3,0,0,16,11,0,14,6,30,0
753,Jean-Luc Dompé,fr FRA,FWMF,FW,Hamburger SV,de Bundesliga,29,1995,12.6,0,0,0,2,9,4,82,0,5,0
754,John Donald,es ESP,DFMF,DF,Elche,es La Liga,24,2000,7.4,3,0,0,17,6,0,0,8,12,0
755,Gianluigi Donnarumma,it ITA,GK,GK,Manchester City,eng Premier League,26,1999,34,8,0,0,0,4,0,0,1,0,0
756,Romelle Donovan,eng ENG,FW,FW,Brentford,eng Premier League,18,2006,0.5,0,0,0,2,3,0,2,0,0,0
757,Patrick Dorgu,dk DEN,MF,MF,Manchester Utd,eng Premier League,20,2004,16.1,5,0,0,23,47,7,57,16,30,0
758,Niklas Dorsch,de GER,MF,MF,Heidenheim,de Bundesliga,27,1998,25.1,2,0,0,30,27,1,33,19,31,0
759,Alberto Dossena,it ITA,DF,DF,Cagliari,it Serie A,26,1998,9.5,5,0,0,11,8,2,0,9,13,0
760,Lohann Doucet,bf BFA,MF,MF,Paris FC,fr Ligue 1,22,2002,1.3,2,0,0,4,1,0,0,0,0,0
761,Fodé Doucouré,ml MLI,MFFW,MF,Le Havre,fr Ligue 1,24,2001,13.8,2,0,0,14,4,2,78,9,26,0
762,Mamedi Doucouré,fr FRA,DF,DF,Genoa,it Serie A,18,2007,0.1,0,0,0,0,0,0,0,0,0,0
763,Sékou Doucoure,fr FRA,DF,DF,Nantes,fr Ligue 1,20,2005,0.5,0,0,0,1,0,0,0,3,0,0
764,Désiré Doué,fr FRA,FWMF,FW,PSG,fr Ligue 1,20,2005,15,0,0,0,24,28,0,56,12,20,0
765,Guéla Doué,ci CIV,DFMF,DF,Strasbourg,fr Ligue 1,22,2002,22.9,3,0,0,42,24,0,52,27,38,0
766,Ismaël Doukouré,fr FRA,DFMF,DF,Strasbourg,fr Ligue 1,22,2003,23,4,2,0,21,17,0,3,24,11,2
767,Kamory Doumbia,ml MLI,MF,MF,Brest,fr Ligue 1,22,2003,19.4,6,0,0,29,21,2,20,20,30,0
768,Anastasios Douvikas,gr GRE,FW,FW,Como,it Serie A,25,1999,25.3,0,0,0,36,42,7,4,4,10,0
769,Artem Dovbyk,ua UKR,FW,FW,Roma,it Serie A,28,1997,4.4,0,0,0,11,6,4,1,0,3,0
770,Max Dowman,eng ENG,MF,MF,Arsenal,eng Premier League,15,2009,1.7,0,0,0,2,7,0,6,1,2,0
771,Damion Downs,us USA,FW,FW,Hamburger SV,de Bundesliga,21,2004,6,0,0,0,8,1,2,0,0,2,0
772,Radu Drăgușin,ro ROU,DF,DF,Tottenham,eng Premier League,23,2002,5.7,0,0,0,9,1,0,3,16,3,0
773,Joél Drakes-Thomas,eng ENG,MF,MF,Crystal Palace,eng Premier League,16,2009,0.1,0,0,0,1,0,0,0,0,1,0
774,Domingos Duarte,pt POR,DF,DF,Getafe,es La Liga,30,1995,32.5,11,0,0,32,24,3,0,33,18,1
775,Martin Dúbravka,sk SVK,GK,GK,Burnley,eng Premier League,36,1989,35,1,0,0,0,8,0,0,0,1,0
776,Denzel Dumfries,nl NED,MF,MF,Inter,it Serie A,29,1996,14.7,2,0,0,20,13,2,34,7,9,0
777,Lewis Dunk,eng ENG,DF,DF,Brighton,eng Premier League,33,1991,31.5,10,0,0,14,12,1,5,30,22,0
778,Maxime Dupé,fr FRA,GK,GK,Nice,fr Ligue 1,32,1993,8,0,0,0,0,1,0,0,0,0,0
779,Pablo Durán,es ESP,FWMF,FW,Celta Vigo,es La Liga,24,2001,15.8,1,0,0,15,12,19,15,7,11,0
780,Hugo Duro,es ESP,FW,FW,Valencia,es La Liga,25,1999,22,4,0,0,22,38,6,1,3,9,0
781,Rafiu Durosinmi,ng NGA,FW,FW,Pisa,it Serie A,22,2003,4.8,1,1,0,15,2,3,0,1,0,0
782,Paulo Dybala,ar ARG,MFFW,MF,Roma,it Serie A,31,1993,15,0,0,0,11,40,3,98,5,6,0
783,Edin Džeko,ba BIH,FW,FW,Fiorentina,it Serie A,39,1986,2.7,1,0,0,2,5,0,1,1,1,0
784,Adam Dźwigała,pl POL,DF,DF,St Pauli,de Bundesliga,29,1995,14.3,5,0,0,20,6,0,2,25,27,0
785,Aron Dønnum,no NOR,MF,MF,Toulouse,fr Ligue 1,27,1998,26.9,10,1,1,42,38,0,140,29,29,0
786,George Earthy,eng ENG,MF,MF,West Ham,eng Premier League,20,2004,0.1,0,0,0,0,0,0,0,0,0,0
787,Younes Ebnoutalib,de GER,FW,FW,Frankfurt,de Bundesliga,21,2003,1.5,0,0,0,2,2,0,0,1,0,0
788,Simon Ebonog,cm CMR,MF,MF,Le Havre,fr Ligue 1,20,2004,19.5,8,0,0,29,34,0,16,24,21,0
789,Enzo Ebosse,cm CMR,DF,DF,Hellas Verona,it Serie A,26,1999,2.4,1,0,0,5,1,0,0,0,1,0
790,Enzo Ebosse,cm CMR,DF,DF,Torino,it Serie A,26,1999,12.4,3,0,0,16,9,0,7,10,6,0
791,Claudio Echeverri,ar ARG,FWMF,FW,Girona,es La Liga,19,2006,6.9,4,0,0,8,14,1,15,1,6,0
792,Claudio Echeverri,ar ARG,MF,MF,Leverkusen,de Bundesliga,19,2006,1.5,0,0,0,0,2,0,6,1,1,0
793,Noah Edjouma,fr FRA,FW,FW,Toulouse,fr Ligue 1,19,2005,2.8,0,0,0,4,4,0,12,3,3,0
794,Noah Edjouma,fr FRA,MF,MF,Lille,fr Ligue 1,19,2005,1,0,0,0,1,2,1,6,0,4,0
795,Andrias Edmundsson,fo FRO,DF,DF,Hellas Verona,it Serie A,24,2000,14.7,3,0,0,13,7,0,4,28,20,1
796,Odsonne Édouard,fr FRA,FW,FW,Crystal Palace,eng Premier League,27,1998,0,0,0,0,0,1,0,0,0,1,0
797,Odsonne Édouard,fr FRA,FW,FW,Lens,fr Ligue 1,27,1998,20,2,0,0,21,17,12,1,4,4,0
798,Tom Edozie,eng ENG,MF,MF,Wolves,eng Premier League,19,2006,0.2,0,0,0,0,0,0,0,0,0,0
799,Yannick Eduardo,cz CZE,FW,FW,Hoffenheim,de Bundesliga,19,2006,0,0,0,0,0,0,0,0,0,0,0
800,Marcus Edwards,eng ENG,MFFW,MF,Burnley,eng Premier League,26,1998,11.9,0,0,0,7,18,1,19,3,6,0
801,CJ Egan-Riley,eng ENG,DFMF,DF,Marseille,fr Ligue 1,22,2003,6.9,1,1,0,5,5,0,1,2,7,0
802,Maximilian Eggestein,de GER,MF,MF,Freiburg,de Bundesliga,28,1996,34,4,0,0,18,20,1,14,31,34,0
803,Kingsley Ehizibue,nl NED,MFDF,MF,Udinese,it Serie A,30,1995,20.1,5,0,0,34,24,2,32,13,31,0
804,Ovie Ejaria,eng ENG,MF,MF,Oviedo,es La Liga,27,1997,2.2,1,0,0,3,5,1,1,3,2,0
805,Chidera Ejuke,ng NGA,MFFW,MF,Sevilla,es La Liga,27,1998,10.4,0,0,0,5,16,2,27,7,13,0
806,Hjalmar Ekdal,se SWE,DF,DF,Burnley,eng Premier League,26,1998,17.1,0,0,0,5,7,2,1,12,17,0
807,Jeff Ekhator,it ITA,FWMF,FW,Genoa,it Serie A,18,2006,10.6,3,0,0,20,19,10,9,2,8,0
808,Hugo Ekitike,fr FRA,FW,FW,Liverpool,eng Premier League,23,2002,20,0,0,0,35,12,10,7,4,7,0
809,Jurgen Ekkelenkamp,nl NED,MF,MF,Udinese,it Serie A,25,2000,24.3,1,0,0,22,19,3,32,18,27,0
810,Jacques Ekomie,ga GAB,DFMF,DF,Angers,fr Ligue 1,21,2003,24.9,3,0,0,30,31,6,65,31,32,0
811,Caleb Ekuban,gh GHA,FWMF,FW,Genoa,it Serie A,31,1994,11,0,0,0,16,29,6,5,5,1,0
812,Anthony Elanga,se SWE,FWMF,FW,Newcastle,eng Premier League,23,2002,14.7,0,0,0,8,25,2,83,3,11,0
813,Daniel Elfadli,ly LBY,DF,DF,Hamburger SV,de Bundesliga,28,1997,13.9,6,1,1,20,15,0,0,20,14,0
814,Unai Elgezabal,es ESP,DFMF,DF,Levante,es La Liga,32,1993,10.6,2,0,0,11,6,0,0,4,4,1
815,Melker Ellborg,se SWE,GK,GK,Sunderland,eng Premier League,22,2003,3,0,0,0,0,1,0,0,0,0,0
816,Mikael Ellertsson,is ISL,MF,MF,Genoa,it Serie A,23,2002,30.7,1,1,0,28,42,1,32,14,26,0
817,Harvey Elliott,eng ENG,FWMF,FW,Liverpool,eng Premier League,22,2003,0,0,0,0,0,0,0,0,0,0,0
818,Harvey Elliott,eng ENG,MF,MF,Aston Villa,eng Premier League,22,2003,1.2,0,0,0,0,2,0,3,0,0,0
819,Elif Elmas,mk MKD,MFFW,MF,Napoli,it Serie A,25,1999,19.8,3,0,0,18,13,2,41,7,13,0
820,Nesta Elphege,fr FRA,FW,FW,Parma,it Serie A,24,2001,3.4,0,0,0,3,0,3,0,0,0,0
821,Aritz Elustondo,es ESP,DF,DF,Real Sociedad,es La Liga,31,1994,8,0,0,0,17,11,0,6,10,8,0
822,Nico Elvedi,ch SUI,DF,DF,Gladbach,de Bundesliga,28,1996,33,5,0,0,18,16,1,1,40,32,0
823,Breel Embolo,ch SUI,FW,FW,Rennes,fr Ligue 1,28,1997,20.8,3,0,0,48,58,14,7,4,14,0
824,Emanuel Emegha,nl NED,FW,FW,Strasbourg,fr Ligue 1,22,2003,4.9,3,0,0,12,9,4,0,0,0,0
825,Emersonn,br BRA,FW,FW,Toulouse,fr Ligue 1,21,2004,16.7,5,1,0,40,10,5,8,7,8,0
826,Julio Enciso,py PAR,MFFW,MF,Strasbourg,fr Ligue 1,21,2004,20.9,2,0,0,20,31,5,61,7,10,0
827,Wataru Endo,jp JPN,DF,DF,Liverpool,eng Premier League,32,1993,1.9,1,0,0,2,3,0,3,0,3,0
828,Endrick,br BRA,FW,FW,Real Madrid,es La Liga,19,2006,0.1,0,1,0,0,1,0,0,0,0,0
829,Endrick,br BRA,FWMF,FW,Lyon,fr Ligue 1,19,2006,13.5,4,1,0,21,21,4,52,2,9,0
830,Yannik Engelhardt,de GER,MF,MF,Gladbach,de Bundesliga,24,2001,27.6,7,0,0,41,34,0,6,36,23,0
831,Christian Eriksen,dk DEN,MF,MF,Wolfsburg,de Bundesliga,33,1992,26.8,4,0,0,13,5,3,131,18,20,0
832,Aarón Escandell,es ESP,GK,GK,Oviedo,es La Liga,29,1995,36,3,0,0,1,8,0,0,0,0,0
833,Xavi Espart,es ESP,DF,DF,Barcelona,es La Liga,18,2007,1.8,0,0,0,0,4,0,2,5,1,0
834,Carlos Espí,es ESP,FW,FW,Levante,es La Liga,20,2005,14.9,3,0,0,31,25,10,1,9,7,0
835,Alfonso Espino,uy URU,DFMF,DF,Rayo Vallecano,es La Liga,33,1992,16.5,3,0,0,24,30,10,49,15,33,0
836,Francesco Esposito,it ITA,FW,FW,Inter,it Serie A,20,2005,17.5,1,0,0,29,50,2,4,5,5,0
837,Sebastiano Esposito,it ITA,FWMF,FW,Cagliari,it Serie A,23,2002,29.7,6,0,0,46,56,5,139,21,35,0
838,Romain Esse,eng ENG,MF,MF,Crystal Palace,eng Premier League,20,2005,0.5,0,0,0,2,2,0,2,0,1,0
839,Samuel Essende,cd COD,MFFW,MF,Augsburg,de Bundesliga,27,1998,4.6,2,0,0,17,14,5,3,1,2,0
840,Dario Essugo,pt POR,MF,MF,Chelsea,eng Premier League,20,2005,0.3,2,0,0,3,1,0,0,0,3,0
841,Marco Esteban,es ESP,DF,DF,Oviedo,es La Liga,19,2006,0.5,0,0,0,0,0,0,0,0,0,0
842,Maxime Estève,fr FRA,DF,DF,Burnley,eng Premier League,23,2002,32.6,1,0,0,13,12,0,6,37,27,2
843,Tomás Esteves,pt POR,DFMF,DF,Pisa,it Serie A,23,2002,0.2,0,0,0,0,0,0,0,0,0,0
844,Nahuel Estévez,ar ARG,MF,MF,Parma,it Serie A,29,1995,11.7,2,0,0,11,13,0,43,5,10,0
845,Pervis Estupiñán,ec ECU,MF,MF,Milan,it Serie A,27,1998,11.5,5,1,0,17,8,5,20,11,9,0
846,Karl Etta Eyong,cm CMR,FW,FW,Villarreal,es La Liga,21,2003,2.8,0,0,0,3,4,1,0,0,2,0
847,Karl Etta Eyong,cm CMR,FW,FW,Levante,es La Liga,21,2003,15.7,3,0,0,29,30,6,13,6,11,0
848,Evanilson,br BRA,FW,FW,Bournemouth,eng Premier League,25,1999,30.5,2,0,0,26,37,28,3,6,5,0
849,Edu Expósito,es ESP,MF,MF,Espanyol,es La Liga,28,1996,28,9,0,0,28,42,2,254,24,29,0
850,Eberechi Eze,eng ENG,MFFW,MF,Arsenal,eng Premier League,27,1998,20.1,1,0,0,14,38,1,8,11,13,0
851,Eberechi Eze,eng ENG,MF,MF,Crystal Palace,eng Premier League,27,1998,0.9,0,0,0,2,1,0,4,0,1,0
852,Abde Ezzalzouli,ma MAR,MFFW,MF,Real Betis,es La Liga,23,2001,25,3,0,0,28,71,4,55,15,32,0
853,Giovanni Fabbian,it ITA,MF,MF,Bologna,it Serie A,22,2003,7.8,0,0,0,13,18,2,2,5,4,0
854,Giovanni Fabbian,it ITA,MF,MF,Fiorentina,it Serie A,22,2003,5.2,2,0,0,6,9,0,4,1,2,0
855,Alieu Fadera,gm GAM,FW,FW,Sassuolo,it Serie A,23,2001,11,5,0,0,36,36,8,24,5,23,0
856,Wout Faes,be BEL,DF,DF,Monaco,fr Ligue 1,27,1998,12.7,3,0,0,14,3,0,1,14,12,0
857,Nicolò Fagioli,it ITA,MF,MF,Fiorentina,it Serie A,24,2001,28.4,5,0,0,23,45,0,84,18,31,0
858,Romain Faivre,fr FRA,MFFW,MF,Auxerre,fr Ligue 1,27,1998,6.5,0,0,0,5,10,2,14,6,4,0
859,Omar Falah,es ESP,DF,DF,Oviedo,es La Liga,21,2003,0.2,0,0,0,0,0,0,0,0,0,0
860,Wladimiro Falcone,it ITA,GK,GK,Lecce,it Serie A,30,1995,38,2,0,0,0,8,0,0,0,2,0
861,Ansu Fati,es ESP,MFFW,MF,Monaco,fr Ligue 1,22,2002,12.1,1,0,0,9,6,3,8,2,9,0
862,Abdoulaye Faye,sn SEN,DF,DF,Lorient,fr Ligue 1,20,2004,16,8,0,0,25,15,0,4,28,24,1
863,Jacopo Fazzini,it ITA,MFFW,MF,Fiorentina,it Serie A,22,2003,6.5,2,0,0,12,15,0,16,5,10,0
864,Aleix Febas,es ESP,MF,MF,Elche,es La Liga,29,1996,35.1,10,0,0,34,118,1,22,27,46,0
865,Mattia Felici,it ITA,MF,MF,Cagliari,it Serie A,24,2001,4.6,3,0,0,10,6,0,23,5,6,0
866,Luiz Felipe,it ITA,DF,DF,Rayo Vallecano,es La Liga,28,1997,5.2,1,0,0,5,1,0,0,7,8,0
867,Pedro Felipe,br BRA,DF,DF,Sassuolo,it Serie A,21,2004,1.4,0,0,0,2,1,0,0,2,1,0
868,Frank Feller,de GER,GK,GK,Heidenheim,de Bundesliga,21,2004,3,0,0,0,0,2,0,0,0,1,0
869,Robin Fellhauer,de GER,MF,MF,Augsburg,de Bundesliga,27,1998,31.1,2,0,0,25,33,6,92,22,43,0
870,Kiko Femenía,es ESP,DFMF,DF,Getafe,es La Liga,34,1991,22.3,6,0,0,21,11,5,43,36,24,0
871,Evan Ferguson,ie IRL,FW,FW,Roma,it Serie A,20,2004,8.6,1,0,0,11,9,3,2,1,4,0
872,Lewis Ferguson,sct SCO,MF,MF,Bologna,it Serie A,25,1999,17.8,7,1,1,34,26,3,25,12,16,0
873,Bruno Fernandes,pt POR,MF,MF,Manchester Utd,eng Premier League,30,1994,34,5,0,0,24,35,4,181,21,35,0
874,Mateus Fernandes,pt POR,MF,MF,West Ham,eng Premier League,21,2004,33.5,7,0,0,49,49,0,51,36,67,0
875,Aitor Fernández,es ESP,GK,GK,Osasuna,es La Liga,34,1991,1.5,3,0,0,0,0,0,0,0,0,0
876,Dro Fernández,es ESP,MF,MF,Barcelona,es La Liga,17,2008,1,0,0,0,1,1,1,0,0,0,0
877,Dro Fernández,es ESP,MF,MF,PSG,fr Ligue 1,17,2008,7.6,0,0,0,8,12,0,4,9,5,0
878,Enzo Fernández,ar ARG,MF,MF,Chelsea,eng Premier League,24,2001,34.6,10,0,0,36,45,1,89,20,24,0
879,Ezequiél Fernández,ar ARG,MF,MF,Leverkusen,de Bundesliga,23,2002,10.9,4,1,1,14,24,1,4,14,17,0
880,Manu Fernández,es ESP,DF,DF,Celta Vigo,es La Liga,24,2001,8.4,2,0,0,8,7,0,0,7,9,0
881,Pelayo Fernandez,es ESP,DF,DF,Rayo Vallecano,es La Liga,22,2003,0.5,0,0,0,1,0,0,0,0,0,0
882,Roberto Férnandez,es ESP,FW,FW,Espanyol,es La Liga,23,2002,26.5,3,0,0,40,47,9,9,6,5,0
883,Thiago Fernández,ar ARG,MFFW,MF,Oviedo,es La Liga,21,2004,9.1,4,0,0,7,11,2,27,5,7,0
884,Toni Fernández,es ESP,FW,FW,Barcelona,es La Liga,17,2008,0.5,0,0,0,0,0,0,0,0,0,0
885,Matias Fernandez-Pardo,be BEL,FWMF,FW,Lille,fr Ligue 1,20,2005,26.3,5,0,0,15,40,16,57,8,14,0
886,Álvaro Fidalgo,mx MEX,MF,MF,Real Betis,es La Liga,28,1997,6,0,0,0,2,6,1,6,4,5,0
887,Seydou Fini,it ITA,FW,FW,Genoa,it Serie A,19,2006,0.4,0,0,0,1,0,2,1,0,0,0
888,Max Finkgräfe,de GER,DF,DF,RB Leipzig,de Bundesliga,21,2004,5.6,2,0,0,3,4,0,37,8,12,0
889,Junior Firpo,do DOM,DF,DF,Real Betis,es La Liga,28,1996,9.2,2,0,0,11,8,1,19,10,14,0
890,Jonathan Fischer,dk DEN,GK,GK,Metz,fr Ligue 1,23,2001,26.2,0,0,0,0,4,0,0,0,0,0
891,Kilian Fischer,de GER,DF,DF,Wolfsburg,de Bundesliga,24,2000,8.9,0,0,0,10,4,0,16,12,13,1
892,Mark Flekken,nl NED,GK,GK,Leverkusen,de Bundesliga,32,1993,23.7,2,0,0,0,3,0,0,0,0,0
893,Zian Flemming,nl NED,FW,FW,Burnley,eng Premier League,26,1998,19.7,5,0,0,51,26,3,6,6,10,0
894,Jack Fletcher,eng ENG,MF,MF,Manchester Utd,eng Premier League,18,2007,1.2,0,0,0,2,1,0,0,1,1,0
895,Tyler Fletcher,sct SCO,MF,MF,Manchester Utd,eng Premier League,18,2007,0.2,0,0,0,0,0,0,0,0,0,0
896,Romano Floriani,it ITA,MF,MF,Cremonese,it Serie A,22,2003,13,2,0,0,21,5,2,29,6,14,0
897,Phil Foden,eng ENG,MF,MF,Manchester City,eng Premier League,25,2000,23.2,4,0,0,18,31,3,119,10,16,0
898,Malick Fofana,be BEL,MFFW,MF,Lyon,fr Ligue 1,20,2005,8.3,1,0,0,11,22,3,29,3,5,0
899,Rayan Fofana,fr FRA,FWMF,FW,Lens,fr Ligue 1,19,2006,8.9,0,0,0,15,34,7,6,1,4,0
900,Sadik Fofana,tg TOG,MF,MF,Lecce,it Serie A,22,2003,0.9,0,0,0,3,1,0,0,0,2,0
901,Seko Fofana,ci CIV,MF,MF,Rennes,fr Ligue 1,30,1995,7.3,0,0,0,3,13,0,7,3,2,0
902,Wesley Fofana,fr FRA,DF,DF,Chelsea,eng Premier League,24,2000,19.1,9,2,2,27,17,1,2,38,11,0
903,Youssouf Fofana,fr FRA,MF,MF,Milan,it Serie A,26,1999,24.5,4,0,0,21,16,0,10,19,19,0
904,Jonas Föhrenbach,de GER,DFMF,DF,Heidenheim,de Bundesliga,29,1996,25.8,3,0,0,16,18,1,78,33,27,0
905,Francesco Folino,it ITA,DF,DF,Cremonese,it Serie A,23,2002,8,1,0,0,11,9,0,1,2,4,0
906,Michael Folorunsho,it ITA,MFFW,MF,Cagliari,it Serie A,27,1998,22.2,3,0,0,35,49,13,22,10,10,0
907,Nicolas Fonseca,uy URU,MF,MF,Oviedo,es La Liga,26,1998,11.3,6,0,0,27,12,0,4,17,25,0
908,Álex Forés,es ESP,FW,FW,Oviedo,es La Liga,24,2001,4,0,0,0,3,6,1,2,1,1,0
909,Pablo Fornals,es ESP,MF,MF,Real Betis,es La Liga,29,1996,31.6,2,0,0,32,26,13,140,34,26,0
910,Héctor Fort,es ESP,DFMF,DF,Elche,es La Liga,18,2006,5.4,0,0,0,5,1,2,8,5,3,0
911,Niccolò Fortini,it ITA,MF,MF,Fiorentina,it Serie A,19,2006,6,0,0,0,5,18,0,29,4,9,0
912,Fortuño,es ESP,GK,GK,Espanyol,es La Liga,23,2001,1,0,0,0,0,0,0,0,0,0,0
913,Lyle Foster,za RSA,FWMF,FW,Burnley,eng Premier League,24,2000,15.2,4,0,0,22,13,11,6,4,12,0
914,Dimitri Foulquier,fr FRA,DF,DF,Valencia,es La Liga,32,1993,12.8,1,0,0,16,7,0,11,8,9,0
915,Juan Foyth,ar ARG,DF,DF,Villarreal,es La Liga,27,1998,10.4,2,0,0,8,1,0,0,15,13,0
916,Alejandro Francés,es ESP,DF,DF,Girona,es La Liga,22,2002,12.4,2,1,0,15,23,1,24,16,15,0
917,Christian Frangella,it ITA,MF,MF,Sassuolo,it Serie A,18,2006,0,0,0,0,0,0,1,1,1,0,0
918,Przemysław Frankowski,pl POL,MFDF,MF,Rennes,fr Ligue 1,30,1995,13.4,5,0,0,13,10,1,82,9,25,0
919,Davide Frattesi,it ITA,MF,MF,Inter,it Serie A,25,1999,6.3,0,0,0,9,11,2,2,3,7,0
920,Oscar Fraulo,dk DEN,MF,MF,Gladbach,de Bundesliga,21,2003,0.5,0,0,0,3,0,0,0,1,0,0
921,Tyler Fredricson,eng ENG,DF,DF,Manchester Utd,eng Premier League,20,2005,0,0,0,0,0,0,0,0,0,0,0
922,Alex Freeman,us USA,DF,DF,Villarreal,es La Liga,20,2004,3.8,0,0,0,2,3,0,1,5,8,0
923,Morten Frendrup,dk DEN,MF,MF,Genoa,it Serie A,24,2001,34.2,5,0,0,41,39,0,5,41,71,0
924,Martin Frese,dk DEN,MFDF,MF,Hellas Verona,it Serie A,27,1998,26.8,8,0,0,46,20,4,74,30,54,1
925,Remo Freuler,ch SUI,MF,MF,Bologna,it Serie A,33,1992,24.6,5,0,0,19,24,1,18,22,31,1
926,Marco Friedl,at AUT,DF,DF,Werder Bremen,de Bundesliga,27,1998,28.3,9,1,0,17,16,1,15,35,24,0
927,Marvin Friedrich,de GER,DF,DF,Gladbach,de Bundesliga,29,1995,1.7,0,0,0,2,2,0,0,1,3,0
928,Jeremie Frimpong,nl NED,DFMF,DF,Liverpool,eng Premier League,24,2000,11.6,1,0,0,8,21,4,51,6,9,0
929,Jorge de Frutos,es ESP,FWMF,FW,Rayo Vallecano,es La Liga,28,1997,27.4,3,0,0,34,39,18,47,11,16,0
930,Chris Führich,de GER,MF,MF,Stuttgart,de Bundesliga,27,1998,18.9,2,0,0,6,7,5,86,3,9,0
931,Joel Fujita,jp JPN,MF,MF,St Pauli,de Bundesliga,23,2002,29.6,6,0,0,37,19,3,28,34,36,0
932,Niclas Füllkrug,de GER,FW,FW,West Ham,eng Premier League,32,1993,4.5,0,0,0,11,1,2,0,2,1,0
933,Niclas Füllkrug,de GER,FW,FW,Milan,it Serie A,32,1993,7.3,0,0,0,8,8,14,1,3,2,0
934,Alessio Furlanetto,it ITA,GK,GK,Lazio,it Serie A,23,2002,2,0,0,0,0,0,0,0,0,0,0
935,Kaye Furo,be BEL,FW,FW,Brentford,eng Premier League,18,2007,0,0,0,0,1,0,0,0,0,0,0
936,Matteo Gabbia,it ITA,DF,DF,Milan,it Serie A,25,1999,28.1,4,0,0,25,6,0,1,13,14,0
937,Tiago Gabriel,pt POR,DF,DF,Lecce,it Serie A,20,2004,35.8,7,0,0,29,40,1,2,46,40,1
938,Gianluca Gaetano,it ITA,MFFW,MF,Cagliari,it Serie A,25,2000,21.2,4,0,0,26,29,0,38,23,15,0
939,Roberto Gagliardini,it ITA,MF,MF,Hellas Verona,it Serie A,31,1994,25.2,9,0,0,45,35,0,16,56,40,0
940,Cody Gakpo,nl NED,MFFW,MF,Liverpool,eng Premier League,26,1999,30.4,3,0,0,42,44,30,86,12,15,0
941,Javi Galán,es ESP,DF,DF,Osasuna,es La Liga,30,1994,18.6,3,0,0,30,37,0,86,27,30,0
942,Javi Galán,es ESP,DF,DF,Atlético Madrid,es La Liga,30,1994,1.5,0,0,0,2,3,2,5,1,2,0
943,Iñigo Ruiz de Galarreta,es ESP,MF,MF,Athletic Club,es La Liga,31,1993,24.5,10,0,0,54,41,0,62,24,32,0
944,Conor Gallagher,eng ENG,MF,MF,Tottenham,eng Premier League,25,2000,13.2,2,0,0,25,23,1,23,18,14,0
945,Conor Gallagher,eng ENG,MF,MF,Atlético Madrid,es La Liga,25,2000,7.5,2,0,0,18,9,2,11,11,12,0
946,Antonino Gallo,it ITA,DF,DF,Lecce,it Serie A,25,2000,34,3,0,0,7,13,0,134,15,37,0
947,Ignatius Ganago,cm CMR,FW,FW,Nantes,fr Ligue 1,26,1999,9.3,1,0,0,11,13,3,9,2,3,0
948,Omri Gandelman,il ISR,MFFW,MF,Lecce,it Serie A,25,2000,10.8,0,0,0,13,3,1,4,4,6,0
949,Ismaëlo Ganiou,fr FRA,DF,DF,Lens,fr Ligue 1,20,2005,22.4,4,1,1,25,22,0,17,29,27,0
950,Ben Gannon-Doak,sct SCO,MF,MF,Bournemouth,eng Premier League,19,2005,1.3,0,0,0,3,1,0,4,1,2,0
951,Facundo Garcés,my MAS,DF,DF,Alavés,es La Liga,25,1999,8.8,3,0,0,13,3,2,1,7,8,0
952,Aleix García,es ESP,MF,MF,Leverkusen,de Bundesliga,28,1997,29.6,6,0,0,8,19,2,123,22,20,0
953,Álvaro García,es ESP,MFFW,MF,Rayo Vallecano,es La Liga,32,1992,23.3,3,0,0,19,12,15,91,14,15,0
